pp_if_value_join_violated	REJECT	ACCEPT	DISPROVED	REJECT: v2 MISSES (lanes reject)
pp_ifelse_return_proves	ACCEPT	ACCEPT	ACCEPT	ACCEPT: both accept
pp_join_both_branches	ACCEPT	ACCEPT	ACCEPT	ACCEPT: both accept
pp_join_branch_local_shadow	ACCEPT	ACCEPT	ACCEPT	ACCEPT: both accept
pp_join_else_negative	REJECT	ACCEPT	DISPROVED	REJECT: v2 MISSES (lanes reject)
pp_join_live_negative	REJECT	ACCEPT	DISPROVED	REJECT: v2 MISSES (lanes reject)
pp_join_no_else	ACCEPT	ACCEPT	ACCEPT	ACCEPT: both accept
pp_join_then_guard_u32	ACCEPT	ACCEPT	ACCEPT	ACCEPT: both accept
pp_match_diverging_arm_skipped	ACCEPT	ACCEPT	ACCEPT	ACCEPT: both accept
pp_match_value_join_ok	ACCEPT	ACCEPT	ACCEPT	ACCEPT: both accept
pp_match_value_join_violated	REJECT	ACCEPT	DISPROVED	REJECT: v2 MISSES (lanes reject)
pp_match_value_then_guard	ACCEPT	ACCEPT	ACCEPT	ACCEPT: both accept
pp_modular_declared_requires	ACCEPT	ACCEPT	ACCEPT	ACCEPT: both accept
pp_modular_guarded_call	ACCEPT	ACCEPT	ACCEPT	ACCEPT: both accept
pp_modular_param_unguarded	REJECT	ACCEPT	DISPROVED	REJECT: v2 MISSES (lanes reject)
pp_modular_param_violation	REJECT	ACCEPT	DISPROVED	REJECT: v2 MISSES (lanes reject)
pp_unfold_nested_violated	REJECT	ACCEPT	DISPROVED	REJECT: v2 MISSES (lanes reject)
pp_unfold_predicate_ok	ACCEPT	ACCEPT	ACCEPT	ACCEPT: both accept
pp_unfold_predicate_violated	REJECT	ACCEPT	DISPROVED	REJECT: v2 MISSES (lanes reject)
pp_user_defined_panic_not_diverging	REJECT	ACCEPT	DISPROVED	REJECT: v2 MISSES (lanes reject)
pp_while_guard_proves	ACCEPT	ACCEPT	ACCEPT	ACCEPT: both accept
r01_c_struct_field_letbound	REJECT	SEC_REJECT	SEC_REJECT	REJECT: both reject
r02_c_clean_letbound	ACCEPT	ACCEPT	ACCEPT	ACCEPT: both accept
r03_b_placeassign_callexpr	REJECT	SEC_REJECT	SEC_REJECT	REJECT: both reject
r04_b_literal_callexpr	REJECT	SEC_REJECT	SEC_REJECT	REJECT: both reject
r05_d8_unannotated_array	REJECT	SEC_REJECT	SEC_REJECT	REJECT: both reject
r06_d8_annotated_array	REJECT	SEC_REJECT	SEC_REJECT	REJECT: both reject
r07_d9_unannotated_formal	REJECT	SEC_REJECT	SEC_REJECT	REJECT: both reject
r08_d9_annotated_formal	REJECT	SEC_REJECT	SEC_REJECT	REJECT: both reject
r09_d10_unannotated_return	REJECT	SEC_REJECT	SEC_REJECT	REJECT: both reject
r10_d10_declared_return	REJECT	SEC_REJECT	SEC_REJECT	REJECT: both reject
r11_t_direct	REJECT	SEC_REJECT	SEC_REJECT	REJECT: both reject
r12_t_return_carrier_letbound	REJECT	SEC_REJECT	SEC_REJECT	REJECT: both reject
r13_t_return_carrier_callexpr	REJECT	SEC_REJECT	SEC_REJECT	REJECT: both reject
r14_t_sinkarg_placeassign_callexpr	REJECT	SEC_REJECT	SEC_REJECT	REJECT: both reject
r15_t_sinkarg_literal_callexpr	REJECT	SEC_REJECT	SEC_REJECT	REJECT: both reject
r16_cap_placeassign_callexpr	REJECT	ACCEPT	SEC_REJECT	REJECT: v2 MISSES (lanes reject)
rc25_i18_1_pop_extraction	REJECT	ACCEPT	SEC_REJECT	REJECT: v2 MISSES (lanes reject)
rc25_i18_2_remove_extraction	REJECT	ACCEPT	SEC_REJECT	REJECT: v2 MISSES (lanes reject)
rc25_i18_3_inline_forwarder_identity	REJECT	ACCEPT	SEC_REJECT	REJECT: v2 MISSES (lanes reject)
rc25_i18_4_first_extraction	REJECT	ACCEPT	SEC_REJECT	REJECT: v2 MISSES (lanes reject)
rc25_i21_1_direct_field_call_secret_fn	REJECT	SEC_REJECT	SEC_REJECT	REJECT: both reject
rc25_i21_1c_letbound_control	REJECT	SEC_REJECT	SEC_REJECT	REJECT: both reject
rc25_i21_3_bare_print_param_secret	REJECT	SEC_REJECT	SEC_REJECT	REJECT: both reject
rc25_lc2_whilelet_scalar	REJECT	SEC_REJECT	SEC_REJECT	REJECT: both reject
rc25_lc4_control_main_while_scalar	REJECT	SEC_REJECT	SEC_REJECT	REJECT: both reject
rc25_lc7_valueblock_direct_print_control	REJECT	SEC_REJECT	SEC_REJECT	REJECT: both reject
rc25_lc8_valueblock_loop_noncarried_control	REJECT	SEC_REJECT	SEC_REJECT	REJECT: both reject
rc25_mj0_control_unconditional_reassign	REJECT	SEC_REJECT	SEC_REJECT	REJECT: both reject
rc25_mj1_local_closure_branch	REJECT	SEC_REJECT	SEC_REJECT	REJECT: both reject
rc25_mj2_field_closure_branch	REJECT	SEC_REJECT	SEC_REJECT	REJECT: both reject
rc25_mj3_index_closure_branch	REJECT	SEC_REJECT	SEC_REJECT	REJECT: both reject
rc25_mj4_local_closure_else_branch	REJECT	SEC_REJECT	SEC_REJECT	REJECT: both reject
rc25_ms12_control_direct_print_secret	REJECT	SEC_REJECT	SEC_REJECT	REJECT: both reject
